GLOBALEVENTID,SQLDATE,Actor1CountryCode,Actor2CountryCode,EventCode,EventRootCode,GoldsteinScale,AvgTone,SOURCEURL,date,sample_type,event_label
1282570250,20260107,,CHN,1056,10,-5.0,-6.68202764976959,https://finance.yahoo.com/news/japan-protests-china-export-controls-235611393.html,2026-01-07,targeted,USD index hits multi-year low
1282576235,20260107,USA,,130,13,-4.4,-1.81818181818182,https://ctmirror.org/2026/01/06/william-tong-endorses-john-larson-as-ally-in-fight-against-trump/,2026-01-07,targeted,USD index hits multi-year low
1282697041,20260107,VEN,USA,173,17,-5.0,-3.92857142857143,https://www.emakedonia.gr/geopolitiko-thriler-ston-atlantiko-sta-cheria-ton-ipa-kai-deytero-tanker-meta-apo-epeisodiaki-katadioxi,2026-01-07,targeted,USD index hits multi-year low
1282891893,20260108,USA,,180,18,-9.0,-2.17096736184754,https://1045theteam.com/ixp/79/p/buffalo-teen-laser-arrest/,2026-01-08,targeted,USD index hits multi-year low
1282336866,20260105,USA,,181,18,-9.0,-4.23280423280423,https://www.aljazeera.com/news/2026/1/5/venezuelas-abducted-leader-maduro-wife-to-appear-in-nyc-court,2026-01-05,targeted,USD index hits multi-year low
1282750447,20260108,USA,,186,18,-10.0,-0.3003003003003,https://kesq.com/news/national-world/cnn-national/2026/01/07/martin-luther-king-jr-fast-facts-2/,2026-01-08,targeted,USD index hits multi-year low
1282299130,20260105,USA,VEN,181,18,-9.0,-2.42290748898678,https://news.mail.ru/politics/69338746/,2026-01-05,targeted,USD index hits multi-year low
1282764768,20260108,USA,,173,17,-5.0,-7.12074303405573,https://www.dailydemocrat.com/2026/01/07/yolo-county-jury-convicts-man-of-killing-multiple-infant-children/,2026-01-08,targeted,USD index hits multi-year low
1282985539,20260109,GBR,,100,10,-5.0,3.60360360360361,https://www.gazetteherald.co.uk/news/25749311.point-point-coming-sheriff-hutton-weekend/,2026-01-09,targeted,USD index hits multi-year low
1283154090,20260110,USA,,173,17,-5.0,-4.03489640130861,https://www.globaltimes.cn/page/202601/1352801.shtml,2026-01-10,targeted,USD index hits multi-year low
1283235237,20260110,USA,VEN,100,10,-5.0,-3.13075506445672,https://www.indiatoday.in/world/us-news/story/venezuelan-oil-revenue-protected-us-national-emergency-order-us-president-donald-trump-2849949-2026-01-10,2026-01-10,targeted,USD index hits multi-year low
1283265724,20260111,,EUR,141,14,-6.5,0.72992700729927,https://nieuws.nl/buitenland/duizenden-boeren-protesteren-tegen-handelsakkoord-zuid-amerika,2026-01-11,targeted,USD index hits multi-year low
1282816984,20260108,FRA,,130,13,-4.4,-2.76381909547738,https://www.ultimahora.es/noticias/internacional/2026/01/08/2545165/centenar-tractores-entran-paris-para-protestar-por-mercosur-dermatosis.html,2026-01-08,targeted,USD index hits multi-year low
1282451284,20260106,DNK,USA,130,13,-4.4,-2.09580838323354,https://www.mirror.co.uk/news/politics/breaking-trump-warned-keir-starmer-36504827,2026-01-06,targeted,USD index hits multi-year low
1282706854,20260107,USA,,100,10,-5.0,-6.74157303370786,https://news.bigmir.net/ua/world/10264522-amerikanski-vijskovi-zatrimali-tankeri-z-tinovogo-flotu-rosiyi,2026-01-07,targeted,USD index hits multi-year low
1283114157,20260109,USA,,100,10,-5.0,-1.75913396481732,https://www.syracuse.com/news/2026/01/central-ny-judge-declares-state-law-that-requires-city-court-judges-to-retire-at-70-unconstitutional.html,2026-01-09,targeted,USD index hits multi-year low
1282891736,20260108,USA,,186,18,-10.0,-1.85185185185185,https://chicagomaroon.com/50010/arts/courtney-lund-oneil-tells-stories-that-go-beyond-a-serial-killer/,2026-01-08,targeted,USD index hits multi-year low
1282431246,20260106,UKR,USA,173,17,-5.0,-1.58730158730158,https://www.swissinfo.ch/eng/international-geneva/inside-geneva-looking-back-at-2025-and-looking-forward-to-2026/90727959,2026-01-06,targeted,USD index hits multi-year low
1282746912,20260107,USA,,100,10,-5.0,9.20245398773007,https://www.crosstimbersgazette.com/2026/01/07/denton-county-fire-marshals-office-recognized-by-commissioners-court-for-excellence-award/,2026-01-07,targeted,USD index hits multi-year low
