GLOBALEVENTID,SQLDATE,Actor1CountryCode,Actor2CountryCode,EventCode,EventRootCode,GoldsteinScale,AvgTone,SOURCEURL,date,sample_type,event_label
1082599838,20230130,USA,,141,14,-6.5,1.01880877742946,https://nonpareilonline.com/lifestyles/on-loan-from-the-woodbine-library-a-gateway-to-the-final-frontier/article_44109392-51bc-54c3-8bf2-7b7ef62c3a77.html,2023-01-30,regular,
1082949499,20230201,MEX,USA,173,17,-5.0,-7.06713780918727,https://www.sandiegouniontribune.com/en-espanol/noticias/ut-espanol/articulo/2023-02-01/despiadado-cruel-e-inhumano-juez-de-san-diego-niega-la-libertad-anticipada-a-benjamin-arellano-felix,2023-02-01,regular,
1082999017,20230202,USA,,173,17,-5.0,-10.204081632653,https://www.khou.com/article/news/crime/norman-wilkerson-guilty-sexual-abuse-children/285-bcf93345-3b4d-4920-bd11-55073bc00fbc,2023-02-02,regular,
1082493330,20230130,USA,LBN,160,16,-4.0,-10.483870967742,https://www.capetalk.co.za/articles/465551/he-s-the-only-one-trying-to-calm-the-situation-before-they-basically-murder-him,2023-01-30,regular,
1083117261,20230202,,USA,100,10,-5.0,-6.00600600600601,https://www.business-standard.com/article/companies/patent-infringement-hc-orders-triveni-chemicals-to-pay-rs-2-cr-to-pfizer-123020201682_1.html,2023-02-02,regular,
1082961564,20230201,UKR,RUS,180,18,-9.0,-6.22876557191393,https://www.nytimes.com/2023/02/01/world/europe/ukraine-russia-offensive.html,2023-02-01,regular,
1084140344,20230202,USA,LBN,173,17,-5.0,-9.61538461538462,https://www.lebanondemocrat.com/lebanon/lebanon-man-arrested-for-starting-lawrenceburg-fire/article_bbd25d18-53a9-5404-adc9-82748e1c6f57.html,2023-02-02,regular,
1082937523,20230201,,RUS,173,17,-5.0,-8.90868596881955,https://news.online.ua/prezident-gruzii-zurabishvili-vydvinula-putinu-trebovanie-otnositelno-abhazii-i-osetii_n853403/,2023-02-01,regular,
1083045081,20230202,RUS,,180,18,-9.0,-4.66142336466526,https://chaspik.spb.ru/chaspik.spb.ru/piknews/305856-v-megdunarodnoj-vystavke-givotnovodstva-agros-2023-expo-prinyala-uchastie-bryanskaya-oblast.html,2023-02-02,regular,
1082866037,20230201,RUS,,173,17,-5.0,-6.44171779141105,https://www.rbc.ru/politics/01/02/2023/63da209e9a7947d6f6a749f6,2023-02-01,regular,
1082789350,20230131,,USA,173,17,-5.0,-4.90909090909091,https://www.bizpacreview.com/2023/01/31/michigan-man-convicted-of-joining-isis-training-in-terrorist-tactics-1329100/,2023-01-31,regular,
1083307273,20230203,RUS,AUT,174,17,-5.0,-3.33333333333333,http://www.offnews.info/verArticulo.php?contenidoID=65538,2023-02-03,regular,
1083453399,20230205,CHN,USA,182,18,-9.5,-3.78378378378379,http://www.taringa.net/+ciencia_educacion/eeuu-submarino-nuclear-choca-con-roca-en-el-mar-de-china-meridional_56rysy,2023-02-05,regular,
1082864690,20230201,GBR,CAN,163,16,-8.0,-6.77083333333333,https://www.econotimes.com/Myanmar-coup-UK-sanctions-companies-supplying-Myanmar-militarys-air-strikes-1649868,2023-02-01,regular,
1082810173,20230201,USA,USA,173,17,-5.0,-5.70570570570571,https://www.univision.com/local/arizona-ktvw/oficiales-eddie-becerra-nicholas-beck-grabados-golpeando-harry-denman,2023-02-01,regular,
1083123742,20230202,EUR,,100,10,-5.0,-2.40963855421687,https://www.humanite.fr/politique/reforme-des-retraites/editorial-politique-de-la-caisse-vide-781219,2023-02-02,regular,
1083363425,20230204,RUS,,1056,10,-5.0,-4.26356589147287,https://glavred.info/ukraine/voennyy-ekspert-sprognoziroval-kak-vsu-mogut-osvobodit-kremennuyu-i-svatovo-10446572.html,2023-02-04,regular,
1082492740,20230130,FRA,EUR,100,10,-5.0,1.15562403697997,https://www.archdaily.com/995305/the-rural-vs-the-urban-the-postcolonial-city-of-dakar-in-the-film-touki-bouki?ad_content=995305&ad_medium=widget&ad_name=editors-choice,2023-01-30,regular,
1082610443,20230130,USA,,100,10,-5.0,0.42283298097252,https://www.indystar.com/story/news/politics/2023/01/27/trump-desantis-new-hampshire-gop-presidential-primary/11134343002/,2023-01-30,regular,
1083187281,20230203,USA,,182,18,-9.5,-2.32558139534884,https://lonestar995fm.com/ixp/192/p/auto-accidents-across-lubbock-soared-this-week/,2023-02-03,regular,
1083013603,20230202,USA,USA,173,17,-5.0,-11.3924050632911,https://www.fingerlakes1.com/2023/02/01/convicted-felon-dies-after-hostage-situation-in-oregon/,2023-02-02,regular,
