GLOBALEVENTID,SQLDATE,Actor1CountryCode,Actor2CountryCode,EventCode,EventRootCode,GoldsteinScale,AvgTone,SOURCEURL,date,sample_type,event_label
1219110285,20240107,CZE,RUS,163,16,-8.0,-1.69491525423729,https://www.novinky.cz/clanek/ekonomika-nejvice-piva-do-ruska-dodavaji-nemci-a-cesi-pise-ria-novosti-40503331,2024-01-07,regular,
1150115493,20240106,,RUS,100,10,-5.0,-7.3943661971831,https://www.juneesoutherncross.com.au/story/8478223/russian-strike-kills-11-in-pokrovsk-in-ukraines-east/?cs=6409,2024-01-06,regular,
1149605783,20240103,,USA,173,17,-5.0,-12.7659574468085,https://www.itemonline.com/news/allen-gets-20-years-for-assualt/article_f6d7007e-a9af-11ee-8cd2-9398bf1e3a0f.html,2024-01-03,regular,
1149235972,20240101,,USA,173,17,-5.0,-7.82608695652173,https://wcyb.com/news/nation-world/greensboro-officers-death-prompts-blue-alert-nc-governor-issues-statement-of-support-following-manhunt,2024-01-01,regular,
1150064073,20240106,USA,,173,17,-5.0,-3.92687880839539,https://www.egyptindependent.com/israeli-government-divisions-burst-into-open-as-ministers-fight-over-post-war-plans/,2024-01-06,regular,
1149718536,20240104,,USA,182,18,-9.5,-6.79785330948122,https://www.mirror.co.uk/news/us-news/mum-murdered-husband-christmas-day-31804297,2024-01-04,regular,
1149780081,20240104,USA,,173,17,-5.0,-6.89655172413793,https://jalopnik.com/police-commissioner-says-high-speed-chase-that-killed-d-1851140352,2024-01-04,regular,
1149798192,20240104,USA,,173,17,-5.0,-7.47422680412371,https://www.al.com/news/2024/01/alabama-man-brother-sentenced-to-life-in-federal-prison-for-murder-for-hire-for-ex-wifes-2017-shooting-death.html,2024-01-04,regular,
1150056337,20240106,CHN,,100,10,-5.0,-4.81036077705828,https://www.theguardian.com/commentisfree/2024/jan/06/rishi-sunak-javier-milei-donald-trump-atlas-network,2024-01-06,regular,
1149184987,20240101,,CHN,130,13,-4.4,0.81135902636917,https://www.aol.com/news/taiwan-china-surely-reunified-says-052709739.html,2024-01-01,regular,
1149816184,20240105,USA,,172,17,-5.0,-1.25523012552301,https://www.unionleader.com/news/politics/state/lgbtq-community-goes-0-for-4-in-gop-led-house/article_96c1b5e6-ab4c-11ee-94a1-bf347ed8330a.html,2024-01-05,regular,
1149663251,20240104,FRA,DEU,100,10,-5.0,-4.55927051671733,https://www.mondaq.com/unitedstates/corporate-crime/1405916/us-congress-passes-law-to-criminally-prosecute-corrupt-foreign-officials,2024-01-04,regular,
1149355284,20240102,DEU,DEU,180,18,-9.0,-11.1940298507463,https://republika.mk/vesti/svet/uapsen-petiot-osomnichen-za-planirane-napad-na-katedralata-vo-keln/,2024-01-02,regular,
